subject	segment	cloze	lab	item	n400	FullText	TargetWords
kent0032	20	97	kent	1	6.57	The old wives' tale says that if you want to keep the doctor away then you should eat an apple	apple
kent0032	21	40	kent	24	7.39	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report an emergency	emergency
kent0032	22	90	kent	29	3.74	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
kent0032	22	90	kent	29	3.74	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
kent0032	23	97	kent	25	-2.86	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use an iron	iron
kent0032	24	93	kent	38	7.6	When the pipe broke in the bathroom Felicia looked through the phonebook to find a plumber	plumber
kent0032	25	3	kent	23	2.03	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of a fire	fire
kent0032	26	87	kent	26	-5.77	I wanted to put my coat in the closet but I could not find a hanger	hanger
kent0032	27	53	kent	22	9.56	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him a pound	pound
kent0032	28	0	kent	35	8.31	Because it frequently rains in London it's a good idea to always carry a newspaper	newspaper
kent0032	29	0	kent	40	-4.62	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten an infection	infection
kent0032	30	0	kent	27	-4.62	No matter how safely you drive your car chances are someday you'll be involved in a race	race
kent0032	31	7	kent	36	-0.83	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy an umbrella	umbrella
kent0032	32	3	kent	32	5.45	When I called his house Nolan was not home but his mother said she could relay an invitation	invitation
kent0032	33	77	kent	21	5.77	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received an allowance	allowance
kent0032	34	80	kent	37	-0.57	Frank wanted to design a very modern house so he sought advice from an architect	architect
kent0032	35	53	kent	33	6.19	The highlight of Jack's trip to India was when he got to ride an elephant	elephant
kent0032	36	0	kent	39	4.49	Because Bart did not clean his wound properly he ended up getting a tattoo	tattoo
kent0032	37	67	kent	28	1.85	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been an accident	accident
kent0032	38	0	kent	31	-2.97	Sue had wanted to go to Tim's birthday party but she was still waiting for a message	message
kent0032	39	97	kent	34	3.73	You never forget how to ride a bicycle	bicycle
kent0032	40	90	kent	30	-6.83	Instead of recording a live album the band decided they would have more control if they recorded in a studio	studio
kent0032	41	0	kent	52	4.06	Alicia's first client was a failure but her second was an author	author
kent0032	42	0	kent	56	0.34	Carrie's father had always joked that two is company but three is an audience	audience
kent0032	43	67	kent	45	-0.49	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be an amateur	amateur
kent0032	44	47	kent	44	-7.46	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up a stamp	stamp
kent0032	45	40	kent	43	-8.34	Jeffrey mailed the letter without an envelope	envelope
kent0032	46	13	kent	47	6.67	Amelia did not want to go to the bar with her friends after seeing the movie so she made up a story	story
kent0032	47	37	kent	50	0.1	Marie wanted to sample a tiny bit of the sauce so she daintily dipped a finger	finger
kent0032	48	73	kent	58	12.63	The doctors told Monica not to use her legs too much so soon after her surgery so she often used a wheelchair	wheelchair
kent0032	49	77	kent	54	17.07	From a young age Steven had an interest in filmmaking and had always dreamed of being a director	director
kent0032	50	60	kent	55	13.11	Dana enjoyed singing in private but was scared to death at the thought of performing in front of a crowd	crowd
kent0032	51	93	kent	53	0.46	Lance had moved to Hollywood in hopes of becoming an actor	actor
kent0032	52	37	kent	42	2.17	Older children often have a harder time than younger children dealing with the loss of a parent	parent
kent0032	53	3	kent	51	-1.15	After Joanne's first book was published she finally felt she could call herself a success	success
kent0032	54	100	kent	41	1.55	In order to get into an R-rated movie children under 17 must be accompanied by an adult	adult
kent0032	55	27	kent	60	10.5	Hannah wanted to live in a small town but her husband preferred to live closer to an airport	airport
kent0032	56	40	kent	49	-0.71	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced an onion	onion
kent0032	57	7	kent	59	4.11	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near a city	city
kent0032	58	63	kent	46	3.96	There are always ways to improve your game whether you're an advanced tennis player or merely a beginner	beginner
kent0032	59	69	kent	57	7.53	Damon preferred climbing stairs over going up an escalator	escalator
kent0032	60	0	kent	48	9.9	Before little Gloria went to sleep she wanted to hear an excuse	excuse
kent0032	61	97	kent	78	6.68	Because they were playing baseball so close to the house the children ended up shattering a window	window
kent0032	62	0	kent	80	0.67	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was an alien	alien
kent0032	63	100	kent	77	-6.14	Violet was just learning how to make an omelette so her father began by showing her how to crack an egg	egg
kent0032	64	0	kent	75	4.06	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just a liquid	liquid
kent0032	65	80	kent	73	7.94	Carly wasn't sure if the Venus flytrap was classified as a plant or as an animal	animal
kent0032	66	0	kent	67	11.9	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see a cat	cat
kent0032	67	93	kent	65	-7.63	Being from the mainland Karen never got used to the feeling of living on an island	island
kent0032	68	57	kent	70	-7.94	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be a mirage	mirage
kent0032	69	34	kent	61	6.75	Although the basketball team's defence was very strong they did not have so much of an offense	offense
kent0032	70	10	kent	68	-3.29	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted an owl	owl
kent0032	71	93	kent	69	3.39	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was an ocean	ocean
kent0032	72	0	kent	76	12.56	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into an element	element
kent0032	73	70	kent	62	-9.21	Ever since Mr.Barnes had moved away Bobby's football team had been left without a coach	coach
kent0032	74	77	kent	64	11.92	The guys didn't know what to call their band so Trent told everyone to come up with an idea	idea
kent0032	75	0	kent	63	3.84	The group had been brainstorming all day but they still didn't have a name	name
kent0032	76	0	kent	72	11.01	Marcy did not deal well with praise and had never really learned how to take an order	order
kent0032	77	23	kent	66	9.1	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on a ship	ship
kent0032	78	93	kent	74	4.43	While Natasha was strolling through the colourful gardens she reached down and picked a flower	flower
kent0032	79	0	kent	71	-4.65	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take a compliment	compliment
kent0032	80	0	kent	79	10.42	Bob claims to be from outer space but nobody believes that he is actually a tourist	tourist
kent0033	1	0	kent	5	-0.51	Dale was very sorry for what he had said to Bernadette and he knew that he owed her a cheque	cheque
kent0033	2	0	kent	17	-4.36	When the representative retired in the middle of his term, the state was forced to hold a parade	parade
kent0033	3	90	kent	20	-10.34	Whenever Josh had too much to drink, he became belligerent and would try to start a fight	fight
kent0033	4	3	kent	9	-3.05	Surrounded by mountains, Lola shouted across the valley and heard a bird	bird
kent0033	5	0	kent	18	-13.57	Without the floats and the marching bands it wasn't much of an election	election
kent0033	6	0	kent	14	9.2	Betsy had no desire to enter the working world, so decided to stay at the university and remain an artist	artist
kent0033	7	90	kent	15	5.28	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive an education	education
kent0033	8	100	kent	19	1.47	When her husband started staying late at the office every night, Joanne began to suspect that he was having an affair	affair
kent0033	9	3	kent	2	-3.21	For the snowman's eyes the children used two pieces of coal, and for its nose they used an apple	apple
kent0033	10	93	kent	16	-5.67	James is an avid reader, so for his birthday his sister decided to give him a book	book
