Experiment	Participant	Item	Electrode	Condition	Amplitude	Stim
E1	1-20	76	CP4	npunrel	9.38221	Amelia sat with the critic in the back row. She hoped that the critic's program
E1	1-20	76	C4	npunrel	9.5913	Amelia sat with the critic in the back row. She hoped that the critic's program
E1	1-20	76	P3	npunrel	4.88213	Amelia sat with the critic in the back row. She hoped that the critic's program
E1	1-20	76	CP3	npunrel	6.93129	Amelia sat with the critic in the back row. She hoped that the critic's program
E1	1-20	76	C3	npunrel	6.95609	Amelia sat with the critic in the back row. She hoped that the critic's program
E1	1-20	8	P4	prorel	-5.09799	Cecelia implored the inventor to be more careful. She was afraid that his patent
E1	1-20	8	CP4	prorel	-0.643276	Cecelia implored the inventor to be more careful. She was afraid that his patent
E1	1-20	8	C4	prorel	2.27502	Cecelia implored the inventor to be more careful. She was afraid that his patent
E1	1-20	8	P3	prorel	-6.21386	Cecelia implored the inventor to be more careful. She was afraid that his patent
E1	1-20	8	CP3	prorel	-0.502801	Cecelia implored the inventor to be more careful. She was afraid that his patent
E1	1-20	8	C3	prorel	4.57474	Cecelia implored the inventor to be more careful. She was afraid that his patent
E1	1-20	38	P4	prorel	-1.12542	Patricia asked the judge to return to the chambers. She had forgotten his gavel
E1	1-20	38	CP4	prorel	-0.96959	Patricia asked the judge to return to the chambers. She had forgotten his gavel
E1	1-20	38	C4	prorel	0.615662	Patricia asked the judge to return to the chambers. She had forgotten his gavel
E1	1-20	38	P3	prorel	-0.987346	Patricia asked the judge to return to the chambers. She had forgotten his gavel
E1	1-20	38	CP3	prorel	-1.25732	Patricia asked the judge to return to the chambers. She had forgotten his gavel
E1	1-20	38	C3	prorel	0.156942	Patricia asked the judge to return to the chambers. She had forgotten his gavel
E1	1-20	75	P4	prounrel	6.98857	Veronica joked with the surgeon during the coffee break. She teased that his cologne
E1	1-20	75	CP4	prounrel	10.5035	Veronica joked with the surgeon during the coffee break. She teased that his cologne
E1	1-20	75	C4	prounrel	11.982	Veronica joked with the surgeon during the coffee break. She teased that his cologne
E1	1-20	75	P3	prounrel	5.7447	Veronica joked with the surgeon during the coffee break. She teased that his cologne
E1	1-20	75	CP3	prounrel	4.74969	Veronica joked with the surgeon during the coffee break. She teased that his cologne
E1	1-20	75	C3	prounrel	4.47396	Veronica joked with the surgeon during the coffee break. She teased that his cologne
E1	1-20	137	P4	control	-13.8304	Regina surprised the cowboy with stories around the campfire. She revealed that her ranch
E1	1-20	137	CP4	control	-16.3094	Regina surprised the cowboy with stories around the campfire. She revealed that her ranch
E1	1-20	137	C4	control	-17.4572	Regina surprised the cowboy with stories around the campfire. She revealed that her ranch
E1	1-20	137	P3	control	-10.7787	Regina surprised the cowboy with stories around the campfire. She revealed that her ranch
E1	1-20	137	CP3	control	-9.93441	Regina surprised the cowboy with stories around the campfire. She revealed that her ranch
E1	1-20	137	C3	control	-14.7734	Regina surprised the cowboy with stories around the campfire. She revealed that her ranch
E1	1-20	106	P4	npunrel	1.96975	Vera supported the legislator in the assembly. She said that the legislator's euphemisms
E1	1-20	106	CP4	npunrel	-1.65095	Vera supported the legislator in the assembly. She said that the legislator's euphemisms
E1	1-20	106	C4	npunrel	-1.91126	Vera supported the legislator in the assembly. She said that the legislator's euphemisms
E1	1-20	106	P3	npunrel	-4.44404	Vera supported the legislator in the assembly. She said that the legislator's euphemisms
E1	1-20	106	CP3	npunrel	-5.1102	Vera supported the legislator in the assembly. She said that the legislator's euphemisms
E1	1-20	106	C3	npunrel	-2.13003	Vera supported the legislator in the assembly. She said that the legislator's euphemisms
E1	1-20	3	P4	prorel	5.06909	Tiffany parodied the referee during the big game. She thought that his whistle
E1	1-20	3	CP4	prorel	4.50757	Tiffany parodied the referee during the big game. She thought that his whistle
E1	1-20	3	C4	prorel	2.3023	Tiffany parodied the referee during the big game. She thought that his whistle
E1	1-20	3	P3	prorel	6.18063	Tiffany parodied the referee during the big game. She thought that his whistle
E1	1-20	3	CP3	prorel	5.31924	Tiffany parodied the referee during the big game. She thought that his whistle
E1	1-20	3	C3	prorel	5.3975	Tiffany parodied the referee during the big game. She thought that his whistle
E1	1-20	88	P4	prorel	7.19365	Rebekah found the skydiver after searching for hours. She suspected that his parachute
E1	1-20	88	CP4	prorel	10.8458	Rebekah found the skydiver after searching for hours. She suspected that his parachute
E1	1-20	88	C4	prorel	12.4759	Rebekah found the skydiver after searching for hours. She suspected that his parachute
E1	1-20	88	P3	prorel	-2.44732	Rebekah found the skydiver after searching for hours. She suspected that his parachute
E1	1-20	88	CP3	prorel	3.0269	Rebekah found the skydiver after searching for hours. She suspected that his parachute
E1	1-20	88	C3	prorel	5.43363	Rebekah found the skydiver after searching for hours. She suspected that his parachute
E1	1-20	149	P4	nprel	-3.23947	Dawn helped the priest organize the small study. She placed the priest's Bible
E1	1-20	149	CP4	nprel	-2.27744	Dawn helped the priest organize the small study. She placed the priest's Bible
E1	1-20	149	C4	nprel	1.65505	Dawn helped the priest organize the small study. She placed the priest's Bible
E1	1-20	149	P3	nprel	5.40679	Dawn helped the priest organize the small study. She placed the priest's Bible
E1	1-20	149	CP3	nprel	11.2476	Dawn helped the priest organize the small study. She placed the priest's Bible
E1	1-20	149	C3	nprel	11.1082	Dawn helped the priest organize the small study. She placed the priest's Bible
E1	1-20	34	P4	nprel	-12.6437	Lydia lounged with the heir on the veranda. She discussed the heir's inheritance
E1	1-20	34	CP4	nprel	-17.526	Lydia lounged with the heir on the veranda. She discussed the heir's inheritance
E1	1-20	34	C4	nprel	-20.5442	Lydia lounged with the heir on the veranda. She discussed the heir's inheritance
E1	1-20	34	P3	nprel	-16.5283	Lydia lounged with the heir on the veranda. She discussed the heir's inheritance
E1	1-20	34	CP3	nprel	-18.5196	Lydia lounged with the heir on the veranda. She discussed the heir's inheritance
E1	1-20	34	C3	nprel	-17.5839	Lydia lounged with the heir on the veranda. She discussed the heir's inheritance
E1	1-20	16	P4	npunrel	-10.506	Lawrence cowered with the petite hostage in the basement. He doubted that the hostage's demands
E1	1-20	16	CP4	npunrel	-9.86454	Lawrence cowered with the petite hostage in the basement. He doubted that the hostage's demands
E1	1-20	16	C4	npunrel	-7.89027	Lawrence cowered with the petite hostage in the basement. He doubted that the hostage's demands
E1	1-20	16	P3	npunrel	-10.6534	Lawrence cowered with the petite hostage in the basement. He doubted that the hostage's demands
E1	1-20	16	CP3	npunrel	-11.2865	Lawrence cowered with the petite hostage in the basement. He doubted that the hostage's demands
E1	1-20	16	C3	npunrel	-12.3553	Lawrence cowered with the petite hostage in the basement. He doubted that the hostage's demands
E1	1-20	68	P4	prorel	16.3755	Roxanne avoided the muscular bartender who worked on Saturdays. She said that his cocktails
E1	1-20	68	CP4	prorel	17.8504	Roxanne avoided the muscular bartender who worked on Saturdays. She said that his cocktails
E1	1-20	68	C4	prorel	16.4639	Roxanne avoided the muscular bartender who worked on Saturdays. She said that his cocktails
E1	1-20	68	P3	prorel	12.8144	Roxanne avoided the muscular bartender who worked on Saturdays. She said that his cocktails
E1	1-20	68	CP3	prorel	11.1544	Roxanne avoided the muscular bartender who worked on Saturdays. She said that his cocktails
E1	1-20	68	C3	prorel	11.5546	Roxanne avoided the muscular bartender who worked on Saturdays. She said that his cocktails
E1	1-20	93	P4	prorel	5.93921	Matthew annoyed the writer who wore red lipstick. He obsessed over her story
E1	1-20	93	CP4	prorel	0.81251	Matthew annoyed the writer who wore red lipstick. He obsessed over her story
E1	1-20	93	C4	prorel	-2.35851	Matthew annoyed the writer who wore red lipstick. He obsessed over her story
E1	1-20	93	P3	prorel	7.14366	Matthew annoyed the writer who wore red lipstick. He obsessed over her story
E1	1-20	93	CP3	prorel	6.98901	Matthew annoyed the writer who wore red lipstick. He obsessed over her story
E1	1-20	93	C3	prorel	3.09799	Matthew annoyed the writer who wore red lipstick. He obsessed over her story
E1	1-20	104	P4	nprel	3.04307	Katrina visited the hunky barista during lunch breaks. She joked that the barista's coffee
E1	1-20	104	CP4	nprel	5.09407	Katrina visited the hunky barista during lunch breaks. She joked that the barista's coffee
E1	1-20	104	C4	nprel	3.58452	Katrina visited the hunky barista during lunch breaks. She joked that the barista's coffee
E1	1-20	104	P3	nprel	1.7565	Katrina visited the hunky barista during lunch breaks. She joked that the barista's coffee
E1	1-20	104	CP3	nprel	2.96664	Katrina visited the hunky barista during lunch breaks. She joked that the barista's coffee
E1	1-20	104	C3	nprel	-0.123715	Katrina visited the hunky barista during lunch breaks. She joked that the barista's coffee
E1	1-20	47	P4	control	-10.9093	Becky volunteered to work with the janitor for community service hours. She was surprised to find her mop
E1	1-20	47	CP4	control	-11.0236	Becky volunteered to work with the janitor for community service hours. She was surprised to find her mop
E1	1-20	47	C4	control	-9.31917	Becky volunteered to work with the janitor for community service hours. She was surprised to find her mop
E1	1-20	47	P3	control	-8.38305	Becky volunteered to work with the janitor for community service hours. She was surprised to find her mop
E1	1-20	47	CP3	control	-9.29217	Becky volunteered to work with the janitor for community service hours. She was surprised to find her mop
E1	1-20	47	C3	control	-8.58706	Becky volunteered to work with the janitor for community service hours. She was surprised to find her mop
E1	1-20	1	P4	npunrel	-14.7241	Susanna consulted the farmer before the harvest. She was sad to hear that the the farmer's patio
E1	1-20	1	CP4	npunrel	-15.0072	Susanna consulted the farmer before the harvest. She was sad to hear that the the farmer's patio
E1	1-20	1	C4	npunrel	-17.6602	Susanna consulted the farmer before the harvest. She was sad to hear that the the farmer's patio
E1	1-20	1	P3	npunrel	-9.9016	Susanna consulted the farmer before the harvest. She was sad to hear that the the farmer's patio
E1	1-20	1	CP3	npunrel	-13.2328	Susanna consulted the farmer before the harvest. She was sad to hear that the the farmer's patio
E1	1-20	1	C3	npunrel	-11.0035	Susanna consulted the farmer before the harvest. She was sad to hear that the the farmer's patio
E1	1-20	98	P4	prorel	-6.13444	Holly showed the carpenter the new designs. She moved his hammer
E1	1-20	98	CP4	prorel	-5.96696	Holly showed the carpenter the new designs. She moved his hammer
E1	1-20	98	C4	prorel	-4.56496	Holly showed the carpenter the new designs. She moved his hammer
E1	1-20	98	P3	prorel	-9.463	Holly showed the carpenter the new designs. She moved his hammer
E1	1-20	98	CP3	prorel	-13.3888	Holly showed the carpenter the new designs. She moved his hammer
E1	1-20	98	C3	prorel	-14.9105	Holly showed the carpenter the new designs. She moved his hammer
E1	1-20	29	P4	nprel	3.13819	Clarissa complained with the aristocrat about the downfalls of a privileged life. She realized that the aristocrat's wealth
E1	1-20	29	CP4	nprel	8.58732	Clarissa complained with the aristocrat about the downfalls of a privileged life. She realized that the aristocrat's wealth
E1	1-20	29	C4	nprel	8.28201	Clarissa complained with the aristocrat about the downfalls of a privileged life. She realized that the aristocrat's wealth
E1	1-20	29	P3	nprel	-0.260965	Clarissa complained with the aristocrat about the downfalls of a privileged life. She realized that the aristocrat's wealth
E1	1-20	29	CP3	nprel	5.72335	Clarissa complained with the aristocrat about the downfalls of a privileged life. She realized that the aristocrat's wealth
E1	1-20	29	C3	nprel	8.86015	Clarissa complained with the aristocrat about the downfalls of a privileged life. She realized that the aristocrat's wealth
E1	1-20	61	P4	npunrel	3.51717	Ella hitchhiked with the vagrant for the biographic documentary. She was sick of the vagrant's voice
