Subject	Electrode	N400	FullText	Item	Condition
s29	P3	-10.424	The zoo had two giraffes, an elephant, and a rhino	Item 23	Control
s29	P3	9.4693	Rupert Murdoch is the owner of a vast media umpire	Item 39	SemCrit
s29	P3	-4.6221	The flooded river fertilized the fields with a rich sediment	Item 9	Control
s29	P3	3.1607	My back was so tense I really needed a cartridge	Item 138	Sem
s29	P3	0.37568	An intense tension headache can be mistaken for an empire	Item 21	Sem
s29	P3	2.6126	The study of sounds in language is known as phonologies	Item 43	Synt
s29	P3	4.8741	The vicious cyclone tragically caused many deaths and much distraction	Item 36	SemCrit
s29	P3	-0.21445	After hours of playing, the guitarist's fingertips developed a catalyst	Item 14	SemCrit
s29	P3	-10.448	After my root canal the dentist prescribed a pain medications	Item 17	Synt
s29	P3	6.1454	The reagents reacted faster in the presence of a catalysts	Item 13	Synt
s29	P3	-0.79579	She scolded the child for running backwards up an escalators	Item 154	Synt
s29	P3	-2.7988	The United States has a large stockpile of nuclear armament	Item 113	Synt
s29	P3	-4.3496	Senator McCarthy accused the screenwriter of being a Communist synthesizer	Item 65	SemCrit
s29	P3	-4.977	To make the car accelerate, press down on this immorality	Item 151	Sem
s29	P3	-4.5799	The three kings bore gifts of gold, myrrh, and frankincenses	Item 57	Synt
s29	P3	0.59814	Marie Curie died of exposure to radiation from this radium	Item 111	Control
s29	P3	3.702	The archeologists found the mummy of a young Egyptian pharoahs	Item 30	Synt
s29	P3	-2.5294	Her grandmother's pennies inspired her to start a coin collection	Item 19	Control
s29	P3	17.638	The president of the college handed each graduate a diploma	Item 139	Control
s29	P3	13.619	Feudal lords lived off the labor of an oppressed pleasantry	Item 63	SemCrit
s29	P3	-4.5721	The thesaurus shows that a synonym for drunkenness is splinter	Item 96	Sem
s29	P3	-0.075523	The pseudoscience of inferring personality from skull measurements is saffron	Item 44	Sem
s29	P3	7.7869	After the Holocaust, German history could never escape this infantry	Item 53	SemCrit
s29	P3	-8.3373	Cats were the only company for this lonely old spinsters	Item 88	Synt
s29	P3	-0.75269	The artist achieved eternal fame despite not seeking this immorality	Item 52	SemCrit
s29	P3	3.853	Use Pythagoras' theorem to find the length of a hypothesis	Item 50	SemCrit
s29	P3	-9.5437	The circus featured an acrobat, a clown, and a juggler	Item 83	Control
s29	P3	5.3601	Claiming two wrongs make a right is a common facility	Item 159	SemCrit
s29	P3	-1.4047	Never stay out past midnight, was his mother's strict admonitions	Item 102	Synt
s29	P3	2.9855	Oh, yes, very impressive, she drawled with a sarcastic pastor	Item 55	Sem
s29	P3	-0.05094	The college sent out a newsletter to all its aluminum	Item 107	SemCrit
s29	P3	0.26074	Apply this eyeliner and brush your lashes with this mascara	Item 61	Control
s29	P3	4.3399	Pikemen can be an effective defense against a charging cavalries	Item 15	Synt
s29	P3	8.0939	The baseball player felt cheated and swore at an umpire	Item 40	Control
s29	P3	5.2093	The sailors feared the harsh discipline of this ship captain	Item 98	Control
s29	P3	8.5064	Disgusted, she pulled away from his touch with a shudders	Item 37	Synt
s29	P3	-15	A soldier fighting for the highest bidder is an apostrophe	Item 131	Sem
s29	P3	1.762	The cheapest lunchmeat at this grocery store is this baloneys	Item 117	Synt
s29	P3	-3.6485	He denounced the novel's film adaptation as a complete tapestry	Item 68	SemCrit
s29	P3	-1.3052	The preacher believed drunkenness was the cause of much immortality	Item 51	SemCrit
s29	P3	1.9147	To protect herself from the sun, she carried a parasols	Item 156	Synt
s29	P3	-1.9751	The Big Dipper may perhaps be the most famous immunity	Item 128	Sem
s29	P3	-1.0822	The mason built his own house of brick and humidity	Item 93	Sem
s29	P3	1.3388	The coach scolded the player for having a bad shutter	Item 106	Sem
s29	P3	-0.71473	The castle wall was adorned with a beautiful woven travesty	Item 67	SemCrit
s29	P3	-7.5529	She lunged towards his neck, going right for the jugular	Item 84	Control
s29	P3	5.6334	I blacked out and was confused when I regained consciousness	Item 125	Control
s29	P3	-1.9556	The devout Christian girl travelled to India as a missionaries	Item 132	Synt
s29	P3	-8.0483	For lunch, she had brought tomato soup in a thermoses	Item 71	Synt
s29	P3	-0.93468	The woman brought her sick pet dog to a veteran	Item 2	SemCrit
s29	P3	-11.766	He loves me? she wondered, plucking off a daisy pedal	Item 152	SemCrit
s29	P3	-6.1053	The storyteller could turn any incident into an amusing hearse	Item 5	Sem
s29	P3	9.029	This docile herbivorous aquatic mammal is known as a manatees	Item 59	Synt
s29	P3	-7.7096	His personality was dramatically altered after acquiring this brain lesions	Item 142	Synt
s29	P3	4.7348	The whining alarm shut off, finally silencing this annoying distractions	Item 35	Synt
s29	P3	3.0209	The retiree found he soon tired of all this phonology	Item 141	Sem
s29	P3	-4.1744	The child made a caterpillar from an old egg cartoon	Item 86	SemCrit
s29	P3	-20.226	The powerful cheetah sprinted in pursuit of a baby addition	Item 74	Sem
s29	P3	2.7179	The upscale apartment was complete with all these modern amenities	Item 8	Control
s29	P3	-12.557	Candidates must be citizens, but that is the only stimulation	Item 89	SemCrit
s29	P3	-0.71563	It's alive! he cackled as he animated this monster Frankenstein	Item 58	Control
s29	P3	9.5804	Like the IRS and FBI, CIA is another three-letter abbreviation	Item 95	Control
s29	P3	-0.39255	Agriculture in this desert would be impossible without this irritation	Item 78	SemCrit
s29	P3	9.7192	The crowded urban neighborhood had a very high population densities	Item 135	Synt
s29	P3	-4.7186	The computer could read text aloud using a speech baloney	Item 66	Sem
s29	P3	-2.5947	Blizzards are deadly hazards for explorers on an arctic sympathizer	Item 158	Sem
s29	P3	3.763	You cannot buy Cuban cigars because there is a correction	Item 75	Sem
s29	P3	0.20282	The low intensity workout compensated by having a long durations	Item 143	Synt
s29	P3	-0.78016	He idolized her, and her self-esteem benefited from this duration	Item 144	SemCrit
s29	P3	8.4083	One window on the dilapidated house was missing a shutter	Item 38	Control
s29	P3	3.9868	He had sprinted and was still sweating from this excursion	Item 42	SemCrit
s29	P3	17.455	I control my fate; I don't have a predetermined destiny	Item 136	Control
s29	P3	-1.8003	The soaring eagle circled and glided upwards on a thermos	Item 72	SemCrit
s29	P3	3.9577	The rice was spiced with a pinch of that saffron	Item 70	Control
s29	P3	4.3438	Once Faust signed, he was doomed to this eternal dalmatian	Item 134	SemCrit
s29	P3	6.8739	Blinking causes a momentary pupil contraction followed by a mutiny	Item 33	Sem
s29	P3	-2.4149	The hostess greeted her guests with a light social pleasantry	Item 64	Control
s29	P3	4.3307	A lolcat is cat photograph with a humorous ungrammatical captions	Item 97	Synt
s29	P3	3.1792	The ring held small diamonds set around this blue sapphires	Item 69	Synt
s29	P3	0.20215	The Caribbean cruise package includes this kayaking and snorkeling excursions	Item 41	Synt
s29	P3	6.0335	After she deceived her mother, she had a guilty conscience	Item 126	Control
s29	P3	0.70385	Old car engines mixed fuel and air in a cabaret	Item 103	SemCrit
s29	P3	3.9955	The bleach is too concentrated and requires a one-in-five shudder	Item 34	Sem
s29	P3	0.17591	He had a short attention span and needed constant sediment	Item 90	Sem
s29	P3	3.7853	Harvesting crops is often the job of a seasonal migrant	Item 22	Control
s29	P3	1.2852	Handling the rough wooden plank gave the woman a splinter	Item 87	Control
s29	P3	0.7126	The printer needed more paper and a new ink cartridges	Item 110	Synt
s29	P3	10.648	The vintage wedding dress was big and required an alterations	Item 3	Synt
s29	P3	-6.6752	Intestinal problems may indicate a tapeworm, a type of parasol	Item 155	SemCrit
s29	P3	4.4461	The soldier rammed gunpowder down the barrel of a distraction	Item 149	Sem
s29	P3	-2.9404	The king knelt to be crowned at an official coronation	Item 28	Control
s29	P3	6.4214	Blackmail is just one of many weapons in this consternation	Item 115	Sem
s29	P3	3.0139	Each winter evening, the family gathers around a warm hearse	Item 46	SemCrit
s29	P3	1.6156	The poor stayed poor because of this limited upward mobilities	Item 79	Synt
s29	P3	4.1316	The slogan ""change"" was a focus of that presidential champagne	Item 122	SemCrit
s29	P3	-2.7199	The student had his editorial published in a local gazelle	Item 73	SemCrit
s29	P3	15.151	Don't call it a prison; call it a correctional facility	Item 160	Control
s29	P3	3.2734	The student went to medical school to become a cardinal	Item 31	Sem
s29	P3	0.75585	The princess arrived at the ball in a horse-drawn carriages	Item 109	Synt
s29	P3	-2.7283	On the mountaintop we felt dizzy because of this conscience	Item 105	Sem
s29	P3	2.4601	The teacher taught that subtraction was the opposite of additions	Item 99	Synt
s29	P3	-2.2225	The napalm turned the luscious forest into a fiery inferno	Item 124	Control
s29	P3	9.1299	Someone who has fought in a war is a veterinarian	Item 1	SemCrit
s29	P3	5.5713	His office is down at the end of this arsenic	Item 26	Sem
s29	P3	-1.5698	The celebrating couple joyfully popped open a bottle of champagnes	Item 121	Synt
s29	P3	4.3677	That grenade explodes stronger than a stick of this dynasty	Item 146	SemCrit
s29	P3	-1.6662	She saved him from the poison by administering an antidote	Item 6	Control
s29	P3	8.9883	The doomsday preacher urged repentance and warned of an apocalypses	Item 148	Synt
s29	P3	3.4938	She was vaccinated so her body would developed a mutiny	Item 91	SemCrit
s29	P3	9.5451	Statisticians emphasize that causation is not implied by a correlation	Item 27	Control
s29	P3	-2.1044	The contraction for ""it is"" needs to include a jugular	Item 147	Sem
s29	P3	-1.012	The cause of death must be determined by a corridor	Item 25	SemCrit
s29	P3	4.5736	The goddess refused to be bested by a mere expectation	Item 94	Sem
s29	P3	-4.6302	Political corruption and economic hardship fueled a growing anti-government sentiment	Item 10	Control
s29	P3	1.4786	The teacher interrupted his sentence to make a grammatical mercenary	Item 20	Sem
s29	P3	-6.0718	Rather than reducing violence, the intervention just caused an escalations	Item 153	Synt
s29	P3	-1.4	That white dog with little black spots is a damnation	Item 133	SemCrit
s29	P3	2.1909	The afternoon showing cost less because it was a manatee	Item 60	SemCrit
s29	P3	6.8693	She didn't answer the phone, so I left a messages	Item 137	Synt
s29	P3	3.4572	The sudden change in protocol had caused all this consternations	Item 127	Synt
s29	P3	11.238	The lecherous satyr chased after a beautiful lithe wood destiny	Item 81	Sem
s29	P3	5.3642	The sermon denounced pride and extolled the virtue of humility	Item 48	Control
s29	P3	-10.157	The museum pass provides five dollars off of each admission	Item 101	Control
s29	P3	0.43296	In the nineties, the Rugrats was a very popular cartoons	Item 85	Synt
s29	P3	-2.8026	Two important fluids in the body are blood and nymph	Item 82	SemCrit
s29	P3	-2.844	Considering my previous experiences, I had a rather low diplomat	Item 157	Sem
s29	P3	5.9522	She danced with an elegant masked gentleman at that masquerades	Item 62	Synt
s29	P3	-8.6698	The herd of cows was out grazing in an altercation	Item 129	Sem
s29	P3	-11.522	Despite technological advances, wars cannot be won without an embryo	Item 54	Sem
s29	P3	2.1794	No light escapes the black hole once within this radium	Item 112	SemCrit
s29	P3	-1.6139	The moth attracted a mate by releasing a potent pheromones	Item 29	Synt
s29	P3	-1.7117	The heat felt even worse because of all this humility	Item 47	SemCrit
s29	P3	-3.1839	Edith Piaf's extraordinary singing career was begun in a cabarets	Item 104	Synt
s29	P3	-5.0746	The scientist designed an experiment to test a controversial hypothesis	Item 49	Control
s29	P3	0.73438	Two common semi-aquatic rodents are a beaver and a muskrat	Item 150	Control
s29	P3	11.801	The flute player nervously prepared an excerpt for an audition	Item 100	Control
s29	P3	3.1427	The dentist congratulated me on not having a single cavities	Item 16	Synt
s29	P3	3.1641	Clownfish have evolved invulnerability to the poison tentacles of amenities	Item 7	SemCrit
s29	P3	12.758	Medics cleaned and bandaged the wound to prevent a sapphire	Item 56	Sem
s4	P3	8.5508	The soldier rammed gunpowder down the barrel of a muskets	Item 149	Synt
s4	P3	2.5313	He soon backed away, sensing he had crossed a boundaries	Item 119	Synt
s4	P3	2.1507	The artist achieved eternal fame despite not seeking this dilation	Item 52	Sem
s4	P3	-5.6368	He loves me? she wondered, plucking off a daisy coroner	Item 152	Sem
s4	P3	-4.6218	For lunch, she had brought tomato soup in a thermos	Item 71	Control
s4	P3	6.645	The crowded urban neighborhood had a very high population density	Item 135	Control
s4	P3	-6.2423	The sailors feared the harsh discipline of this ship caption	Item 98	SemCrit
s4	P3	0.39237	A new gravitational theory was proposed by an eminent campaign	Item 32	Sem
s4	P3	11.025	The contraction for ""it is"" needs to include an apostrophes	Item 147	Synt
s4	P3	7.8924	She saved him from the poison by administering an anecdote	Item 6	SemCrit
s4	P3	-3.8979	Incensed at the captain, the crew staged a full-scale correlation	Item 92	Sem
s4	P3	7.9789	The museum pass provides five dollars off of each admonition	Item 101	SemCrit
s4	P3	-0.8823	The poor stayed poor because of this limited upward mobility	Item 79	Control
s4	P3	7.8932	The cheapest lunchmeat at this grocery store is this baloney	Item 117	Control
s4	P3	1.2701	The student went to medical school to become a physicians	Item 31	Synt
s4	P3	0.37862	A lolcat is cat photograph with a humorous ungrammatical caption	Item 97	Control
s4	P3	4.632	Someone who has fought in a war is a rhinestone	Item 1	Sem
s4	P3	5.0439	She danced with an elegant masked gentleman at that masquerade	Item 62	Control
s4	P3	9.4535	The castle wall was adorned with a beautiful woven abbreviation	Item 67	Sem
s4	P3	-2.1788	The scientist designed an experiment to test a controversial hypotenuse	Item 49	SemCrit
s4	P3	-3.4638	The herd of cows was out grazing in a pastures	Item 129	Synt
